patient_key,patient_id,patient_signature,member_id,group_id,network,patient_ssn,first_name,last_name,date_of_birth,gender,phone_number,address_line_1,address_line_2,city,state,zip_code,country,full_address,pcp_id,patient_status,source_system,source_record_id,ingestion_id,ingested_at,processed_at,created_at,updated_at,last_modified_at,record_hash,record_status,is_active
100194,P00194,ca6f0d419f21fee53697e24946b2b210833faf0d19b3e77173fc2088b5acaa96,MEM7000194,GRP1034,OakStreet-East,353-24-0413,Mark,Wilson,1974-03-01,F,+12756708108,8316 Main Rd,Apt 14,Phoenix,AZ,85004,USA,"8316 Main Rd Apt 14, Phoenix, AZ 85004, USA",PCP0035,Active,EHR,P00194,ING-PAT-20261005-00194,2026-10-05T10:07:42,2026-10-05T10:09:42,2023-05-13T10:09:42,2026-10-05T10:09:42,2026-10-05T06:25:42,c789b8466b78ac0e808d799ccab1249036d21958728fe19afa5559621a393e0f,CURRENT,True
100195,P00195,cd2401180d0e91e03fc8f7d0abb3d1ba143fbdf7fe3c346f93005fd7d35bf82a,MEM7000195,GRP1035,OakStreet-Southwest,195-87-4062,Robert,Moore,2001-07-14,M,+17787573000,4274 Main Blvd,,Chicago,IL,60601,USA,"4274 Main Blvd, Chicago, IL 60601, USA",PCP0108,Active,EHR,P00195,ING-PAT-20261005-00195,2026-10-05T10:07:45,2026-10-05T10:09:45,2025-01-14T10:09:45,2026-10-05T10:09:45,2026-10-05T08:09:45,d3add09cb3b727ddcbd90651b4ff7bdf6fe38582346e46f61554c657924b993c,CURRENT,True
100196,P00196,93c698457214770c695e122e94c86023c203196cf9601cd67e3b844866d2d8b1,MEM7000196,GRP1036,OakStreet-Central,891-99-9502,Linda,Smith,1956-02-21,M,+15877663546,9708 Washington Ave,Apt 899,Houston,TX,77002,USA,"9708 Washington Ave Apt 899, Houston, TX 77002, USA",PCP0051,Active,EHR,P00196,ING-PAT-20261005-00196,2026-10-05T10:07:48,2026-10-05T10:09:48,2024-08-19T10:09:48,2026-10-05T10:09:48,2026-10-05T08:31:48,a1ecdf122dc0577e0d8d866e54899ed32ac809b6f8c140d83a95e168d24adef4,CURRENT,True
100197,P00197,c7ca311f6411bf2edac36d791930bdf3a24c858ce6574f241e45a22c5a99fb2a,MEM7000197,GRP1037,OakStreet-South,396-28-5105,Karen,Sanchez,1949-03-23,F,+12999296896,1853 Oak Blvd,,Phoenix,AZ,85004,USA,"1853 Oak Blvd, Phoenix, AZ 85004, USA",PCP0084,Active,EHR,P00197,ING-PAT-20261005-00197,2026-10-05T10:07:51,2026-10-05T10:09:51,2024-10-19T10:09:51,2026-10-05T10:09:51,2026-10-05T06:16:51,b0e1eb7f7ec5230f1c84677f96ec906227a6eabfd7bf7cea0a900348dd1986c1,CURRENT,True
100198,P00198,efd73833136bd87114161cbe2f084fe4df4ac0cfce80ed867458f8ecfa8b3099,MEM7000198,GRP1038,OakStreet-East,147-79-3503,Joseph,Johnson,1996-08-09,F,+16445862163,611 Park St,,Austin,TX,78701,USA,"611 Park St, Austin, TX 78701, USA",PCP0036,Active,EHR,P00198,ING-PAT-20261005-00198,2026-10-05T10:07:54,2026-10-05T10:09:54,2024-12-20T10:09:54,2026-10-05T10:09:54,2026-10-05T09:50:54,d41c6c44a3e44a8af2fa726f3dc4315c7a9a292f6a5911afabdfecf57d1b0fde,CURRENT,True
100199,P00199,56b9196bfd00afbcf32a8a2e29b68654e2eaea257f81bff10d712c17cdbe4bc9,MEM7000199,GRP1039,OakStreet-Southwest,434-52-2178,Robert,White,1973-06-11,M,+18985599577,2370 Park St,Apt 387,Houston,TX,77002,USA,"2370 Park St Apt 387, Houston, TX 77002, USA",PCP0070,Active,EHR,P00199,ING-PAT-20261005-00199,2026-10-05T10:07:57,2026-10-05T10:09:57,2022-08-11T10:09:57,2026-10-05T10:09:57,2026-10-05T09:17:57,5f87a41c028ace990a064973dcc7f590c1146cd5ff9da52b3ef28328521c3014,CURRENT,True
100200,P00200,77688c6694fe41f14e3e6c463054484ea2b154925151b56ccdfe894156afd076,MEM7000200,GRP1000,OakStreet-Central,849-78-6388,Lisa,Perez,1989-07-25,M,+19769621488,1527 Washington Blvd,,Phoenix,AZ,85004,USA,"1527 Washington Blvd, Phoenix, AZ 85004, USA",PCP0107,Active,EHR,P00200,ING-PAT-20261005-00200,2026-10-05T10:08:00,2026-10-05T10:10:00,2022-07-06T10:10:00,2026-10-05T10:10:00,2026-10-05T07:16:00,fb61d284306d0024bad71d66154e46935df66e80d8c56fbb4c236b97399c8f9b,CURRENT,True
100201,P00201,d66ad05d20827f8f031b0c237cb451d0afa228cfd1d9c0a3774519b046f609a0,MEM7000201,GRP1001,OakStreet-South,557-97-6945,Margaret,Miller,1967-11-28,M,+15214765136,3573 Oak Blvd,Apt 23,San Antonio,TX,78205,USA,"3573 Oak Blvd Apt 23, San Antonio, TX 78205, USA",PCP0018,Active,EHR,P00201,ING-PAT-20261005-00201,2026-10-05T10:08:03,2026-10-05T10:10:03,2023-05-06T10:10:03,2026-10-05T10:10:03,2026-10-05T09:17:03,3120c00d5a377108e799aab4235c790cd8121ede5252f340e5b5922f6b800b46,CURRENT,True
100202,P00202,44caa3771b7bc524f92c104521bd2d65f4e7908949fdef1cf3f4ff5b6c5ed535,MEM7000202,GRP1002,OakStreet-East,564-97-2050,James,Thompson,1969-03-12,M,+13225823943,9837 Market Ave,,Houston,TX,77005,USA,"9837 Market Ave, Houston, TX 77005, USA",PCP0054,Active,EHR,P00202,ING-PAT-20261005-00202,2026-10-05T10:08:06,2026-10-05T10:10:06,2025-08-25T10:10:06,2026-10-05T10:10:06,2026-10-05T08:06:06,36e2700af6c9371312132468604a835564e3292c076dee1cfae836a557fc05f3,CURRENT,True
100203,P00203,b4e04666b4c5e7556f5f2128f4495251ee8e40b94f16325f3dde3dfdde58aa06,MEM7000203,GRP1003,OakStreet-Southwest,384-44-6407,William,Rodriguez,1955-11-19,F,+14818922946,7810 Lake Rd,Apt 489,San Antonio,TX,78205,USA,"7810 Lake Rd Apt 489, San Antonio, TX 78205, USA",PCP0088,Active,EHR,P00203,ING-PAT-20261005-00203,2026-10-05T10:08:09,2026-10-05T10:10:09,2024-01-24T10:10:09,2026-10-05T10:10:09,2026-10-05T09:24:09,2fd8de966ac69e88ff49385dfcce7fb7ed7f169a039bd23b95b6df06934ee035,CURRENT,True
100204,P00204,cd27dc67b7db1aa823ea3418352d37d1415b8c96a8e781b7c9a4c5058076cf68,MEM7000204,GRP1004,OakStreet-Central,319-45-8109,Jennifer,Gonzalez,2000-05-12,F,+19719443620,4388 Park St,Apt 288,Houston,TX,77002,USA,"4388 Park St Apt 288, Houston, TX 77002, USA",PCP0017,Active,EHR,P00204,ING-PAT-20261005-00204,2026-10-05T10:08:12,2026-10-05T10:10:12,2023-10-05T10:10:12,2026-10-05T10:10:12,2026-10-05T06:46:12,3fc6fe33901dfcbc442c20224456a6e4cd6105067ede81d195b52212c0c6456c,CURRENT,True
100205,P00205,f7ec818d1c7467fe8d195ea76fe818ec9024580b6c155d8a5f1701c1faa8209d,MEM7000205,GRP1005,OakStreet-South,328-40-3950,Jennifer,Johnson,1960-11-07,M,+19867474941,6129 Main Rd,,San Antonio,TX,78205,USA,"6129 Main Rd, San Antonio, TX 78205, USA",PCP0093,Active,EHR,P00205,ING-PAT-20261005-00205,2026-10-05T10:08:15,2026-10-05T10:10:15,2025-03-09T10:10:15,2026-10-05T10:10:15,2026-10-05T09:26:15,94dee49817887780161b9945812e19b0babf86f5ea0589baaa2c9403e74e0f2b,CURRENT,True
100206,P00206,258df37cd60e2c2a3eb765c8d67f633aa5d54f11461bac59238a93e2425cf936,MEM7000206,GRP1006,OakStreet-East,386-46-9657,Mark,Moore,1980-09-09,F,+19788743624,2927 Lake Blvd,,Orlando,FL,32801,USA,"2927 Lake Blvd, Orlando, FL 32801, USA",PCP0112,Active,EHR,P00206,ING-PAT-20261005-00206,2026-10-05T10:08:18,2026-10-05T10:10:18,2024-09-23T10:10:18,2026-10-05T10:10:18,2026-10-05T07:16:18,7915eb6621ef1f133d3e92abd9a3d7d2493202b06d8123712bb50703c7299977,CURRENT,True
100207,P00207,dca255184733360fbecba4b3ad7df3f9bd5f53f66f52ac841445610c84b960a9,MEM7000207,GRP1007,OakStreet-Southwest,276-60-8885,Robert,Davis,1983-06-21,F,+15279722578,1916 Lake St,,Houston,TX,77024,USA,"1916 Lake St, Houston, TX 77024, USA",PCP0023,Active,EHR,P00207,ING-PAT-20261005-00207,2026-10-05T10:08:21,2026-10-05T10:10:21,2025-09-15T10:10:21,2026-10-05T10:10:21,2026-10-05T09:57:21,1431c07f58261ac2cef89c480e8665011af18e215fb395cc33675a1736c66d9a,CURRENT,True
100208,P00208,dd3e160ea0e074805442bacbf47e36e9cd7c02eff020e73415691002944a777b,MEM7000208,GRP1008,OakStreet-Central,564-83-0805,Nancy,Lee,1967-08-06,M,+18562603122,4574 Oak Ave,,Phoenix,AZ,85004,USA,"4574 Oak Ave, Phoenix, AZ 85004, USA",PCP0043,Active,EHR,P00208,ING-PAT-20261005-00208,2026-10-05T10:08:24,2026-10-05T10:10:24,2025-02-08T10:10:24,2026-10-05T10:10:24,2026-10-05T09:21:24,2bebfbef9b58827a0afea78a0c5bfb65cab7fa4b1ad8bd903655a0274b12a319,CURRENT,True
100209,P00209,af6a4a60dfc48fe650fd08cafd07ff789a0310ce54a4680f1d53da1ac878630e,MEM7000209,GRP1009,OakStreet-South,811-54-9895,Daniel,Davis,1998-10-25,F,+15437112846,5340 Main Rd,,Austin,TX,78701,USA,"5340 Main Rd, Austin, TX 78701, USA",PCP0033,Active,EHR,P00209,ING-PAT-20261005-00209,2026-10-05T10:08:27,2026-10-05T10:10:27,2023-06-26T10:10:27,2026-10-05T10:10:27,2026-10-05T08:31:27,1ae6a09b2b46c0d28ab0d2ed321cb40b421bb6b65b239d2eeda71e1f47a4a096,CURRENT,True
100210,P00210,72dce8b1d136827d35be03e2b1351e8c96c185352b95bf7b32b1b2ed7a3f830f,MEM7000210,GRP1010,OakStreet-East,549-68-2541,Joseph,Smith,1987-04-27,M,+15658911578,5680 Main Ave,,Dallas,TX,75201,USA,"5680 Main Ave, Dallas, TX 75201, USA",PCP0086,Active,EHR,P00210,ING-PAT-20261005-00210,2026-10-05T10:08:30,2026-10-05T10:10:30,2025-10-04T10:10:30,2026-10-05T10:10:30,2026-10-05T09:40:30,8577edd6045c58ebd6c05c56ec01ef6bf13b146e5d258d9353e9a04945654c15,CURRENT,True
100211,P00211,fc0917bf6c4b013dbdc65956786d780297207738e95fbecc9c98bc62eb8310c7,MEM7000211,GRP1011,OakStreet-Southwest,447-98-1269,Karen,Rodriguez,1938-09-17,F,+16019335874,2994 Market Blvd,,Dallas,TX,75201,USA,"2994 Market Blvd, Dallas, TX 75201, USA",PCP0092,Inactive,EHR,P00211,ING-PAT-20261005-00211,2026-10-05T10:08:33,2026-10-05T10:10:33,2025-07-04T10:10:33,2026-10-05T10:10:33,2026-10-05T07:17:33,2179787dc6eb5f3836dc348710db5e5acc0c4345aa4f7f0a00fa695dce5ba393,CURRENT,True
100212,P00212,f1204fa4be32811835aa1f4796dee8726872a512513adccc5d3bfe0bc5b11c40,MEM7000212,GRP1012,OakStreet-Central,375-28-1786,Michael,Ramirez,1977-10-10,F,+15583994548,4229 Oak Ave,,Houston,TX,77005,USA,"4229 Oak Ave, Houston, TX 77005, USA",PCP0023,Active,EHR,P00212,ING-PAT-20261005-00212,2026-10-05T10:08:36,2026-10-05T10:10:36,2023-12-03T10:10:36,2026-10-05T10:10:36,2026-10-05T09:58:36,f62b2b3d74ab96eaab5c061c95e2f325c699bff0a45c2bd0eed89178b5a148c4,CURRENT,True
100213,P00213,46c5f72d67d1f77aef6d8e2f28a4810dac4bc12bc11e52df9e61a44457946d7d,MEM7000213,GRP1013,OakStreet-South,470-87-6502,Michael,Ramirez,1941-01-15,M,+15326444566,7716 Park St,,Phoenix,AZ,85004,USA,"7716 Park St, Phoenix, AZ 85004, USA",PCP0022,Active,EHR,P00213,ING-PAT-20261005-00213,2026-10-05T10:08:39,2026-10-05T10:10:39,2025-08-23T10:10:39,2026-10-05T10:10:39,2026-10-05T07:59:39,afe3982dcb1847f1e335f630febaf1eb11caa0bf4ebaa3b79556fd5588711725,CURRENT,True
100214,P00214,54b07311c77e66f88e3aef1d05d532763c70df09bb55528d1b8a0c453cd752d2,MEM7000214,GRP1014,OakStreet-East,319-47-6734,Michael,Martin,1978-08-25,F,+14645342477,9165 Main Rd,,Dallas,TX,75201,USA,"9165 Main Rd, Dallas, TX 75201, USA",PCP0075,Active,EHR,P00214,ING-PAT-20261005-00214,2026-10-05T10:08:42,2026-10-05T10:10:42,2024-06-14T10:10:42,2026-10-05T10:10:42,2026-10-05T09:49:42,287bf250120976933061072cb6e4634c472ad7b30f7391f6b94ffabf870de342,CURRENT,True
100215,P00215,39ddf7c9b52fbbf5c5f76e275272e9f9469749eb1508b1393092b701bdfc57e3,MEM7000215,GRP1015,OakStreet-Southwest,591-62-4017,Matthew,Perez,1997-11-11,M,+16569304060,5423 Oak Ave,,San Antonio,TX,78205,USA,"5423 Oak Ave, San Antonio, TX 78205, USA",PCP0008,Active,EHR,P00215,ING-PAT-20261005-00215,2026-10-05T10:08:45,2026-10-05T10:10:45,2024-10-11T10:10:45,2026-10-05T10:10:45,2026-10-05T06:10:45,340da7cec8777df174b37cba3bf28b52b86bea3a5b4e1426689fd2400a554edc,CURRENT,True
100216,P00216,b86e35fc2606d86ebf6699136faa8250d4c72ad9bab8cba0423bce3f98c901c1,MEM7000216,GRP1016,OakStreet-Central,575-17-3037,Susan,Lopez,1961-11-18,M,+14877818182,354 Main Blvd,,San Antonio,TX,78205,USA,"354 Main Blvd, San Antonio, TX 78205, USA",PCP0095,Active,EHR,P00216,ING-PAT-20261005-00216,2026-10-05T10:08:48,2026-10-05T10:10:48,2022-08-19T10:10:48,2026-10-05T10:10:48,2026-10-05T08:40:48,54e82f15a4d842d93c73b8b99b5f52edb67e82c9284613d64e047dc032cab25a,CURRENT,True
100217,P00217,b5c810dd0c751ac52709df0c175c8ea4c4c4cb0fc68965c6ebc98af3e61bae48,MEM7000217,GRP1017,OakStreet-South,885-93-6536,Mary,Harris,1940-06-20,M,+19866737402,9688 Oak Rd,,Orlando,FL,32801,USA,"9688 Oak Rd, Orlando, FL 32801, USA",PCP0016,Active,EHR,P00217,ING-PAT-20261005-00217,2026-10-05T10:08:51,2026-10-05T10:10:51,2021-11-25T10:10:51,2026-10-05T10:10:51,2026-10-05T08:15:51,3065fad05fd70770f6933311fc01ea4445e34ff884eeed5377432155cdd8457f,CURRENT,True
100218,P00218,0a89251257cf637e4c1e5b79446f9243d8559297db4d9fa2fde5a9b00e325679,MEM7000218,GRP1018,OakStreet-East,342-14-4918,Lisa,Thompson,1985-02-12,F,+14402231893,5110 Lake Blvd,,Houston,TX,77005,USA,"5110 Lake Blvd, Houston, TX 77005, USA",PCP0036,Active,EHR,P00218,ING-PAT-20261005-00218,2026-10-05T10:08:54,2026-10-05T10:10:54,2022-02-24T10:10:54,2026-10-05T10:10:54,2026-10-05T07:50:54,41681fdb8301f4c1b6adcbf111e434ed6f2331f9488c334d1f8b46e5da625404,CURRENT,True
100219,P00219,46b7cf90dc0acb600fbfb1b5896cbe0c53a21e301b64284441c4f89971326044,MEM7000219,GRP1019,OakStreet-Southwest,193-76-2987,Betty,Martin,1952-06-22,M,+18122262037,4720 Park Rd,,Dallas,TX,75201,USA,"4720 Park Rd, Dallas, TX 75201, USA",PCP0093,Active,EHR,P00219,ING-PAT-20261005-00219,2026-10-05T10:08:57,2026-10-05T10:10:57,2023-08-28T10:10:57,2026-10-05T10:10:57,2026-10-05T07:14:57,fb7f3c7055730c1604a9ad8892e3ce75d1b1c7deb7457e6991d62ba93ede682c,CURRENT,True
100220,P00220,ed97558bbba0c2df9c40c331886727036215cdb51f1a33f574c185b7fc55c7a9,MEM7000220,GRP1020,OakStreet-Central,423-41-7848,Barbara,Perez,1946-08-06,F,+14284788322,8342 Main Ave,,Atlanta,GA,30303,USA,"8342 Main Ave, Atlanta, GA 30303, USA",PCP0051,Active,EHR,P00220,ING-PAT-20261005-00220,2026-10-05T10:09:00,2026-10-05T10:11:00,2024-06-09T10:11:00,2026-10-05T10:11:00,2026-10-05T08:24:00,b9ccf8acc547e31984fe199bb028e88071a1c0a78c3846331aa790f505548549,CURRENT,True
100221,P00221,e2d256f6caa2dd3d4b063c91154bdb89f4cb5c38c6debe22a3f8941e64a961e2,MEM7000221,GRP1021,OakStreet-South,794-66-2348,Betty,Thompson,1954-04-05,F,+19467308633,8055 Market Rd,,San Antonio,TX,78205,USA,"8055 Market Rd, San Antonio, TX 78205, USA",PCP0075,Active,EHR,P00221,ING-PAT-20261005-00221,2026-10-05T10:09:03,2026-10-05T10:11:03,2024-12-27T10:11:03,2026-10-05T10:11:03,2026-10-05T08:32:03,e843f8af0f0f1f23e0b939a0a55e69cbf7f3b869d50d4cff7601c914ab89b557,CURRENT,True
100222,P00222,80d0dac71652d59bd51aadde30142f5b5289441fdb119cb49d9f5a05bba33c1d,MEM7000222,GRP1022,OakStreet-East,670-22-3976,Margaret,Rodriguez,1966-05-02,F,+13424874219,7041 Market Ave,,Houston,TX,77024,USA,"7041 Market Ave, Houston, TX 77024, USA",PCP0011,Active,EHR,P00222,ING-PAT-20261005-00222,2026-10-05T10:09:06,2026-10-05T10:11:06,2022-02-13T10:11:06,2026-10-05T10:11:06,2026-10-05T07:46:06,c5a3a26a8fab6efdcf3fc7b6c65ac98067f7e5ee09d99f70346f7fc336d46afc,CURRENT,True
100223,P00223,64d0d16682b82a00da78e6089043fd83acfd866ae0e5701a6a2bc16fb32d932d,MEM7000223,GRP1023,OakStreet-Southwest,583-22-7194,Anthony,Lee,1951-12-03,M,+17346432571,9634 Main Rd,,Houston,TX,77005,USA,"9634 Main Rd, Houston, TX 77005, USA",PCP0044,Active,EHR,P00223,ING-PAT-20261005-00223,2026-10-05T10:09:09,2026-10-05T10:11:09,2022-02-21T10:11:09,2026-10-05T10:11:09,2026-10-05T06:46:09,e46a5251d451aafa55583d55bb51eb34bfe036c044a120d5e91d63a9765265d6,CURRENT,True
100224,P00224,73067a09ebfa3202bdb51b41507fe95b619dc390fad8af34b43fcbf339318f9f,MEM7000224,GRP1024,OakStreet-Central,821-46-8044,Nancy,Smith,1953-10-05,F,+15586713174,9023 Lake St,Apt 79,Orlando,FL,32801,USA,"9023 Lake St Apt 79, Orlando, FL 32801, USA",PCP0071,Active,EHR,P00224,ING-PAT-20261005-00224,2026-10-05T10:09:12,2026-10-05T10:11:12,2023-05-26T10:11:12,2026-10-05T10:11:12,2026-10-05T08:24:12,a00ac7358617f32ff7b5f0966b40816a38e26f0c9887ac6a8019f720f39f1cd7,CURRENT,True
100225,P00225,777a07a523df00450f83f0e1b00b3c655b736faea4c01adc89cb1f218d6e733e,MEM7000225,GRP1025,OakStreet-South,215-32-5076,Michael,Wilson,1974-05-17,F,+17566807740,9252 Main Blvd,,Atlanta,GA,30303,USA,"9252 Main Blvd, Atlanta, GA 30303, USA",PCP0016,Active,EHR,P00225,ING-PAT-20261005-00225,2026-10-05T10:09:15,2026-10-05T10:11:15,2023-04-21T10:11:15,2026-10-05T10:11:15,2026-10-05T08:44:15,dbb337e2e628729d0f3b703b80a49c1d0ea93a27a7e15ae661c4c939a7ed4308,CURRENT,True
100226,P00226,15e003359b60238c2cbc3c959b71037e6af36bc4def246372c3b918214a88879,MEM7000226,GRP1026,OakStreet-East,293-99-8618,Patricia,Thompson,1948-05-19,F,+12767267478,4004 Washington St,,Austin,TX,78701,USA,"4004 Washington St, Austin, TX 78701, USA",PCP0015,Active,EHR,P00226,ING-PAT-20261005-00226,2026-10-05T10:09:18,2026-10-05T10:11:18,2022-11-03T10:11:18,2026-10-05T10:11:18,2026-10-05T08:10:18,fd5a46bfa36d63f9eef57eaa451f567baecb63ff57f004f26c96827874a0a6e5,CURRENT,True
100227,P00227,14c7bfa48cd7efdda47444fb8020781ad9a0e10dd4f7b48e76718cea2ffd9c5e,MEM7000227,GRP1027,OakStreet-Southwest,564-31-6920,Nancy,White,1982-03-27,M,+15094499881,3746 Washington St,,Austin,TX,78701,USA,"3746 Washington St, Austin, TX 78701, USA",PCP0120,Active,EHR,P00227,ING-PAT-20261005-00227,2026-10-05T10:09:21,2026-10-05T10:11:21,2022-12-26T10:11:21,2026-10-05T10:11:21,2026-10-05T08:05:21,64c5f1a0572c235cdb83c3682ec57b957ef53b8f03c64b09ad06a8eb7d208b16,CURRENT,True
100228,P00228,3fd1a1861ee374d4982d77aa25af06f0204a1e4b06f12cd37228ef9a194e37ec,MEM7000228,GRP1028,OakStreet-Central,776-16-4105,Daniel,Clark,1978-05-13,F,+19313783707,795 Pine Blvd,,Phoenix,AZ,85004,USA,"795 Pine Blvd, Phoenix, AZ 85004, USA",PCP0111,Active,EHR,P00228,ING-PAT-20261005-00228,2026-10-05T10:09:24,2026-10-05T10:11:24,2025-10-28T10:11:24,2026-10-05T10:11:24,2026-10-05T08:10:24,696c7b62fb4cf727e1394bf36765c217fe0f2a2bb70c0b878654166b13f8401f,CURRENT,True
100229,P00229,3035193cc71d43b98d812b83331c4b2133bec92e47c05299352ffa2339eeaba9,MEM7000229,GRP1029,OakStreet-South,878-32-4932,Barbara,Martinez,1979-06-16,F,+13479426732,7724 Main Blvd,,Austin,TX,78701,USA,"7724 Main Blvd, Austin, TX 78701, USA",PCP0003,Active,EHR,P00229,ING-PAT-20261005-00229,2026-10-05T10:09:27,2026-10-05T10:11:27,2022-05-29T10:11:27,2026-10-05T10:11:27,2026-10-05T07:42:27,197dd968c5cdcdd482646ed67a5b56f92ef0e9c7058ba3f20dcc58cc261d8244,CURRENT,True
100230,P00230,0372430b7b7a2d4f61961b0ff0220a64b7720b4037f7d13d4cc58a4be1a54575,MEM7000230,GRP1030,OakStreet-East,200-73-2348,Robert,Wilson,1945-09-25,F,+19544345755,8231 Oak Ave,,Chicago,IL,60601,USA,"8231 Oak Ave, Chicago, IL 60601, USA",PCP0043,Active,EHR,P00230,ING-PAT-20261005-00230,2026-10-05T10:09:30,2026-10-05T10:11:30,2023-09-13T10:11:30,2026-10-05T10:11:30,2026-10-05T07:14:30,27f086d0d11fe56e353366274c3ed850f1fe2e07b35bfc26b376b50cec093ec0,CURRENT,True
100231,P00231,f79188724d916ff48d23b80469c850420b57cdfc461702196f6baa75cc92984a,MEM7000231,GRP1031,OakStreet-Southwest,531-37-4893,Mark,Jackson,1982-12-25,M,+12343497333,8144 Market Rd,,Houston,TX,77024,USA,"8144 Market Rd, Houston, TX 77024, USA",PCP0036,Active,EHR,P00231,ING-PAT-20261005-00231,2026-10-05T10:09:33,2026-10-05T10:11:33,2023-11-29T10:11:33,2026-10-05T10:11:33,2026-10-05T10:06:33,5a67dd89858573a4b24aa880303085820bb47bcca9c855c81bef08e5f110b856,CURRENT,True
100232,P00232,956ebf789292cb014b239b7e15163309f9639c0053c3cb02b9b4df50827e04f7,MEM7000232,GRP1032,OakStreet-Central,592-74-5614,Margaret,Hernandez,1955-01-18,M,+17213956183,7151 Oak St,,Chicago,IL,60601,USA,"7151 Oak St, Chicago, IL 60601, USA",PCP0110,Active,EHR,P00232,ING-PAT-20261005-00232,2026-10-05T10:09:36,2026-10-05T10:11:36,2025-08-31T10:11:36,2026-10-05T10:11:36,2026-10-05T06:23:36,c888ae270c426ef4c125dd9a270c81112703905a617173d5c5ce44ddfed83f90,CURRENT,True
100233,P00233,830d79af102dc6cd8a54c4555fdd5890724ff8114bfe76312ea7f5418bbd3be4,MEM7000233,GRP1033,OakStreet-South,203-27-0189,John,Clark,1943-09-10,F,+12103801415,1234 Market St,,Chicago,IL,60601,USA,"1234 Market St, Chicago, IL 60601, USA",PCP0047,Active,EHR,P00233,ING-PAT-20261005-00233,2026-10-05T10:09:39,2026-10-05T10:11:39,2022-08-22T10:11:39,2026-10-05T10:11:39,2026-10-05T09:23:39,63af9372453cc18c4e4cf1c34fafb8d276a12dc569d961e17bcc0b038957a317,CURRENT,True
100234,P00234,2b7e3325a4019621020abe091673e3908b59b615e9394f1fa3684b407989f056,MEM7000234,GRP1034,OakStreet-East,838-42-6100,Betty,White,1976-12-04,M,+18182017429,197 Park Ave,,Austin,TX,78701,USA,"197 Park Ave, Austin, TX 78701, USA",PCP0048,Active,EHR,P00234,ING-PAT-20261005-00234,2026-10-05T10:09:42,2026-10-05T10:11:42,2022-12-22T10:11:42,2026-10-05T10:11:42,2026-10-05T06:30:42,08e10a4126000f390ac6a8ff2a2007ab20631f114ce6a8bd71485d97beb3136e,CURRENT,True
100235,P00235,a92ed1b8088a27e917df2753292a44c84cfd0208d4da0bbf937d14f7349ca79d,MEM7000235,GRP1035,OakStreet-Southwest,495-68-0609,Joseph,Smith,1966-09-08,M,+15307501171,2421 Park Blvd,,San Antonio,TX,78205,USA,"2421 Park Blvd, San Antonio, TX 78205, USA",PCP0070,Active,EHR,P00235,ING-PAT-20261005-00235,2026-10-05T10:09:45,2026-10-05T10:11:45,2025-05-13T10:11:45,2026-10-05T10:11:45,2026-10-05T07:24:45,1a5384dde1898fc04e7830a81cbff7d597f64d3c81737983134050f829924f46,CURRENT,True
100236,P00236,49731e3e547ce369076d4fdc950cf08d8f7124d9bf3b3c7beade97d5b056297b,MEM7000236,GRP1036,OakStreet-Central,478-61-0622,Jessica,Smith,1971-08-01,F,+18044505390,3614 Park Rd,,Houston,TX,77024,USA,"3614 Park Rd, Houston, TX 77024, USA",PCP0048,Active,EHR,P00236,ING-PAT-20261005-00236,2026-10-05T10:09:48,2026-10-05T10:11:48,2024-09-25T10:11:48,2026-10-05T10:11:48,2026-10-05T09:09:48,943da4d0e8b3d6c443536cf09c14bf8452a3f0249ee91b0febd7a11f0b75f169,CURRENT,True
100237,P00237,5a4167d429a52128b5ad9809f7aeff29d4829d3e7993c1d1871352ee010ea1a2,MEM7000237,GRP1037,OakStreet-South,202-77-2956,David,Thompson,1978-09-13,M,+14977608422,5512 Main Blvd,,San Antonio,TX,78205,USA,"5512 Main Blvd, San Antonio, TX 78205, USA",PCP0034,Active,EHR,P00237,ING-PAT-20261005-00237,2026-10-05T10:09:51,2026-10-05T10:11:51,2024-11-12T10:11:51,2026-10-05T10:11:51,2026-10-05T07:49:51,3de886cf271d759ca72102c6b21e4a2e4c1cc0ef956feee7c75f729a70fb951c,CURRENT,True
100238,P00238,531b9eceb5d5702fd2370ceb33ff59c21a46ab7a325f2f2f64a7e131688dd40a,MEM7000238,GRP1038,OakStreet-East,682-89-0509,Mark,Garcia,1962-07-20,M,+12296389648,847 Park St,,Chicago,IL,60601,USA,"847 Park St, Chicago, IL 60601, USA",PCP0115,Active,EHR,P00238,ING-PAT-20261005-00238,2026-10-05T10:09:54,2026-10-05T10:11:54,2022-03-10T10:11:54,2026-10-05T10:11:54,2026-10-05T08:39:54,59fa102ee3748481279105ce7b3de96c42937cdee24cd67d8bf84856c810998f,CURRENT,True
100239,P00239,1af56e50e6b718dacb71acfa5bf730513f7851ee4876d18b94b76bf2233cd155,MEM7000239,GRP1039,OakStreet-Southwest,365-50-1432,John,Rodriguez,1982-11-08,F,+15865222924,7334 Main Ave,,Austin,TX,78701,USA,"7334 Main Ave, Austin, TX 78701, USA",PCP0093,Active,EHR,P00239,ING-PAT-20261005-00239,2026-10-05T10:09:57,2026-10-05T10:11:57,2023-11-12T10:11:57,2026-10-05T10:11:57,2026-10-05T08:21:57,3c03764155c14f960a6c571ce39541760f38ab66476a581d017bda875e546a78,CURRENT,True
